lieu,variapres3h,Direcvent10min,Vitessevent10mn,Temperature,Humidite,Pressionstation,Variationpressionen24h,TemperatureMinSol12hrs,RafalesPeriode,NumAcc,choc,voie,grav,sexe,trajet,annNais,mois
MONTPELLIER,-70,10,2.2,285.85,40,103370,300,272.35,5.9,201700006663,1,1,3,1,1,1955,12
MONTPELLIER,-50,320,4.1,276.05,75,103260,410,275.25,5.8,201700006663,1,1,3,1,1,1955,12
MONTPELLIER,30,300,1.3,274.55,79,103290,390,273.85,3.5,201700006663,1,1,3,1,1,1955,12
MONTPELLIER,-60,230,3.3,285.45,48,103310,310,272.35,4.2,201700006663,1,1,3,1,1,1955,12
MONTPELLIER,50,310,0.6,275.95,74,103440,170,274.25,1.9,201700006663,1,1,3,1,1,1955,12
MONTPELLIER,80,330,1.0,278.05,66,103390,250,272.35,2.3,201700006663,1,1,3,1,1,1955,12
MONTPELLIER,40,310,4.8,278.35,68,103310,470,276.25,5.6,201700006663,4,1,1,1,1,1964,12
MONTPELLIER,150,320,2.4,279.45,65,103440,350,272.35,3.2,201700006663,4,1,1,1,1,1964,12
MONTPELLIER,-70,10,2.2,285.85,40,103370,300,272.35,5.9,201700006663,4,1,1,1,1,1964,12
MONTPELLIER,-50,320,4.1,276.05,75,103260,410,275.25,5.8,201700006663,4,1,1,1,1,1964,12
MONTPELLIER,30,300,1.3,274.55,79,103290,390,273.85,3.5,201700006663,4,1,1,1,1,1964,12
MONTPELLIER,-60,230,3.3,285.45,48,103310,310,272.35,4.2,201700006663,4,1,1,1,1,1964,12
MONTPELLIER,50,310,0.6,275.95,74,103440,170,274.25,1.9,201700006663,4,1,1,1,1,1964,12
MONTPELLIER,80,330,1.0,278.05,66,103390,250,272.35,2.3,201700006663,4,1,1,1,1,1964,12
MONTPELLIER,40,310,4.8,278.35,68,103310,470,276.25,5.6,201700006663,4,1,3,1,1,1955,12
MONTPELLIER,150,320,2.4,279.45,65,103440,350,272.35,3.2,201700006663,4,1,3,1,1,1955,12
MONTPELLIER,-70,10,2.2,285.85,40,103370,300,272.35,5.9,201700006663,4,1,3,1,1,1955,12
MONTPELLIER,-50,320,4.1,276.05,75,103260,410,275.25,5.8,201700006663,4,1,3,1,1,1955,12
MONTPELLIER,30,300,1.3,274.55,79,103290,390,273.85,3.5,201700006663,4,1,3,1,1,1955,12
MONTPELLIER,-60,230,3.3,285.45,48,103310,310,272.35,4.2,201700006663,4,1,3,1,1,1955,12
MONTPELLIER,50,310,0.6,275.95,74,103440,170,274.25,1.9,201700006663,4,1,3,1,1,1955,12
MONTPELLIER,80,330,1.0,278.05,66,103390,250,272.35,2.3,201700006663,4,1,3,1,1,1955,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,4,1,4,1,0,1994,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,4,1,4,1,0,1994,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,4,1,4,1,0,1994,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,4,1,4,1,0,1994,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,4,1,4,1,0,1994,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,4,1,4,1,0,1994,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,4,1,4,1,0,1994,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,4,1,4,1,0,1994,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,4,1,1,1,4,1971,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,4,1,1,1,4,1971,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,4,1,1,1,4,1971,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,4,1,1,1,4,1971,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,4,1,1,1,4,1971,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,4,1,1,1,4,1971,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,4,1,1,1,4,1971,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,4,1,1,1,4,1971,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,4,1,1,1,4,1984,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,4,1,1,1,4,1984,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,4,1,1,1,4,1984,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,4,1,1,1,4,1984,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,4,1,1,1,4,1984,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,4,1,1,1,4,1984,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,4,1,1,1,4,1984,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,4,1,1,1,4,1984,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,4,1,1,1,4,1968,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,4,1,1,1,4,1968,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,4,1,1,1,4,1968,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,4,1,1,1,4,1968,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,4,1,1,1,4,1968,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,4,1,1,1,4,1968,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,4,1,1,1,4,1968,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,4,1,1,1,4,1968,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,4,1,4,1,0,1993,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,4,1,4,1,0,1993,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,4,1,4,1,0,1993,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,4,1,4,1,0,1993,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,4,1,4,1,0,1993,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,4,1,4,1,0,1993,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,4,1,4,1,0,1993,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,4,1,4,1,0,1993,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,4,1,0,1994,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,1,1,4,1971,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,1,1,4,1984,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,1,1,4,1968,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,1,1,4,1,0,1993,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,8,1,4,1,0,1994,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,8,1,4,1,0,1994,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,8,1,4,1,0,1994,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,8,1,4,1,0,1994,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,8,1,4,1,0,1994,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,8,1,4,1,0,1994,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,8,1,4,1,0,1994,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,8,1,4,1,0,1994,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,8,1,1,1,4,1971,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,8,1,1,1,4,1971,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,8,1,1,1,4,1971,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,8,1,1,1,4,1971,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,8,1,1,1,4,1971,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,8,1,1,1,4,1971,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,8,1,1,1,4,1971,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,8,1,1,1,4,1971,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,8,1,1,1,4,1984,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,8,1,1,1,4,1984,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,8,1,1,1,4,1984,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,8,1,1,1,4,1984,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,8,1,1,1,4,1984,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,8,1,1,1,4,1984,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,8,1,1,1,4,1984,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,8,1,1,1,4,1984,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,8,1,1,1,4,1968,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,8,1,1,1,4,1968,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,8,1,1,1,4,1968,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,8,1,1,1,4,1968,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,8,1,1,1,4,1968,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,8,1,1,1,4,1968,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,8,1,1,1,4,1968,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,8,1,1,1,4,1968,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,8,1,4,1,0,1993,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,8,1,4,1,0,1993,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,8,1,4,1,0,1993,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,8,1,4,1,0,1993,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,8,1,4,1,0,1993,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,8,1,4,1,0,1993,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,8,1,4,1,0,1993,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,8,1,4,1,0,1993,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,2,1,4,1,0,1994,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,2,1,4,1,0,1994,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,2,1,4,1,0,1994,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,2,1,4,1,0,1994,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,2,1,4,1,0,1994,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,2,1,4,1,0,1994,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,2,1,4,1,0,1994,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,2,1,4,1,0,1994,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,2,1,1,1,4,1971,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,2,1,1,1,4,1971,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,2,1,1,1,4,1971,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,2,1,1,1,4,1971,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,2,1,1,1,4,1971,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,2,1,1,1,4,1971,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,2,1,1,1,4,1971,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,2,1,1,1,4,1971,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,2,1,1,1,4,1984,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,2,1,1,1,4,1984,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,2,1,1,1,4,1984,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,2,1,1,1,4,1984,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,2,1,1,1,4,1984,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,2,1,1,1,4,1984,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,2,1,1,1,4,1984,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,2,1,1,1,4,1984,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,2,1,1,1,4,1968,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,2,1,1,1,4,1968,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,2,1,1,1,4,1968,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,2,1,1,1,4,1968,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,2,1,1,1,4,1968,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,2,1,1,1,4,1968,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,2,1,1,1,4,1968,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,2,1,1,1,4,1968,12
MONTPELLIER,290,350,2.9,276.45,87,102440,-410,275.35,5.1,201700006664,2,1,4,1,0,1993,12
MONTPELLIER,-410,270,6.5,282.05,78,102130,-390,274.25,8.4,201700006664,2,1,4,1,0,1993,12
MONTPELLIER,40,70,1.8,275.75,70,102890,700,274.85,4.1,201700006664,2,1,4,1,0,1993,12
MONTPELLIER,230,50,1.2,277.05,92,102150,-550,276.25,3.7,201700006664,2,1,4,1,0,1993,12
MONTPELLIER,-210,270,4.2,284.75,63,101920,-560,274.25,6.6,201700006664,2,1,4,1,0,1993,12
MONTPELLIER,-130,50,1.3,275.25,78,102660,260,274.25,4.0,201700006664,2,1,4,1,0,1993,12
MONTPELLIER,-120,30,1.8,276.35,80,102540,-40,274.25,3.5,201700006664,2,1,4,1,0,1993,12
MONTPELLIER,-100,10,0.5,275.35,71,102790,530,274.65,2.0,201700006664,2,1,4,1,0,1993,12
MONTPELLIER,20,10,1.0,278.45,84,102180,-710,279.95,1.9,201700006665,1,29,4,1,5,1994,1
MONTPELLIER,-160,20,2.3,277.55,89,102620,-730,279.75,3.8,201700006665,1,29,4,1,5,1994,1
MONTPELLIER,-130,110,1.2,285.05,61,102170,-830,278.85,3.4,201700006665,1,29,4,1,5,1994,1
MONTPELLIER,-20,10,2.4,277.65,85,102490,-850,278.85,4.3,201700006665,1,29,4,1,5,1994,1
MONTPELLIER,-190,100,2.4,283.55,66,102300,-860,278.85,3.8,201700006665,1,29,4,1,5,1994,1
MONTPELLIER,-110,360,4.0,277.05,86,102510,-790,279.25,5.3,201700006665,1,29,4,1,5,1994,1
MONTPELLIER,-110,50,2.0,278.45,85,102780,-590,280.05,4.2,201700006665,1,29,4,1,5,1994,1
MONTPELLIER,-10,340,1.7,281.65,79,102160,-830,278.85,2.1,201700006665,1,29,4,1,5,1994,1
MONTPELLIER,190,330,4.0,278.65,39,102580,590,276.85,10.4,201700006666,7,1,1,1,0,1985,1
MONTPELLIER,-20,10,7.9,283.15,32,102380,290,276.75,13.2,201700006666,7,1,1,1,0,1985,1
MONTPELLIER,250,270,0.5,279.55,52,102400,120,276.75,3.5,201700006666,7,1,1,1,0,1985,1
MONTPELLIER,-10,270,7.2,276.25,65,102040,-410,276.75,9.3,201700006666,7,1,1,1,0,1985,1
MONTPELLIER,30,290,6.4,277.15,64,102070,-320,276.75,9.9,201700006666,7,1,1,1,0,1985,1
MONTPELLIER,80,290,4.3,277.75,62,102150,-110,276.75,8.4,201700006666,7,1,1,1,0,1985,1
MONTPELLIER,10,360,7.4,282.65,30,102390,520,276.85,14.8,201700006666,7,1,1,1,0,1985,1
MONTPELLIER,60,270,1.3,277.05,46,102640,590,277.15,8.3,201700006666,7,1,1,1,0,1985,1
MONTPELLIER,190,330,4.0,278.65,39,102580,590,276.85,10.4,201700006666,7,1,1,1,2,1989,1
MONTPELLIER,-20,10,7.9,283.15,32,102380,290,276.75,13.2,201700006666,7,1,1,1,2,1989,1
MONTPELLIER,250,270,0.5,279.55,52,102400,120,276.75,3.5,201700006666,7,1,1,1,2,1989,1
MONTPELLIER,-10,270,7.2,276.25,65,102040,-410,276.75,9.3,201700006666,7,1,1,1,2,1989,1
MONTPELLIER,30,290,6.4,277.15,64,102070,-320,276.75,9.9,201700006666,7,1,1,1,2,1989,1
