lieu,variapres3h,Direcvent10min,Vitessevent10mn,Temperature,Humidite,Pressionstation,Variationpressionen24h,TemperatureMinSol12hrs,RafalesPeriode,NumAcc,choc,voie,grav,sexe,trajet,annNais,mois
MONTPELLIER,-120,180,3.4,297.05,48,102440,240,285.05,4.7,201700006561,2,27,3,1,5,1953,9
MONTPELLIER,80,70,3.5,293.55,57,102560,330,285.05,5.3,201700006561,2,27,3,1,5,1953,9
MONTPELLIER,50,360,2.1,285.75,84,102400,330,286.25,2.9,201700006561,2,27,3,1,5,1953,9
MONTPELLIER,-80,190,3.4,295.95,45,102360,200,285.05,5.0,201700006561,2,27,3,1,5,1953,9
MONTPELLIER,80,20,2.2,284.65,79,102480,360,285.05,3.6,201700006561,2,27,3,1,5,1953,9
MONTPELLIER,-10,220,2.4,292.35,66,102350,130,285.35,3.1,201700006561,2,27,3,1,5,1953,9
MONTPELLIER,50,310,1.3,289.85,71,102400,70,288.65,2.6,201700006561,2,27,3,1,5,1953,9
MONTPELLIER,20,20,2.3,286.95,81,102350,280,287.05,2.8,201700006561,2,27,3,1,5,1953,9
MONTPELLIER,-120,180,3.4,297.05,48,102440,240,285.05,4.7,201700006561,2,27,1,1,4,1997,9
MONTPELLIER,80,70,3.5,293.55,57,102560,330,285.05,5.3,201700006561,2,27,1,1,4,1997,9
MONTPELLIER,50,360,2.1,285.75,84,102400,330,286.25,2.9,201700006561,2,27,1,1,4,1997,9
MONTPELLIER,-80,190,3.4,295.95,45,102360,200,285.05,5.0,201700006561,2,27,1,1,4,1997,9
MONTPELLIER,80,20,2.2,284.65,79,102480,360,285.05,3.6,201700006561,2,27,1,1,4,1997,9
MONTPELLIER,-10,220,2.4,292.35,66,102350,130,285.35,3.1,201700006561,2,27,1,1,4,1997,9
MONTPELLIER,50,310,1.3,289.85,71,102400,70,288.65,2.6,201700006561,2,27,1,1,4,1997,9
MONTPELLIER,20,20,2.3,286.95,81,102350,280,287.05,2.8,201700006561,2,27,1,1,4,1997,9
MONTPELLIER,40,310,4.8,278.35,68,103310,470,276.25,5.6,201700006562,3,0,3,2,5,1928,12
MONTPELLIER,150,320,2.4,279.45,65,103440,350,272.35,3.2,201700006562,3,0,3,2,5,1928,12
MONTPELLIER,-70,10,2.2,285.85,40,103370,300,272.35,5.9,201700006562,3,0,3,2,5,1928,12
MONTPELLIER,-50,320,4.1,276.05,75,103260,410,275.25,5.8,201700006562,3,0,3,2,5,1928,12
MONTPELLIER,30,300,1.3,274.55,79,103290,390,273.85,3.5,201700006562,3,0,3,2,5,1928,12
MONTPELLIER,-60,230,3.3,285.45,48,103310,310,272.35,4.2,201700006562,3,0,3,2,5,1928,12
MONTPELLIER,50,310,0.6,275.95,74,103440,170,274.25,1.9,201700006562,3,0,3,2,5,1928,12
MONTPELLIER,80,330,1.0,278.05,66,103390,250,272.35,2.3,201700006562,3,0,3,2,5,1928,12
MONTPELLIER,40,310,4.8,278.35,68,103310,470,276.25,5.6,201700006562,3,0,1,1,0,1974,12
MONTPELLIER,150,320,2.4,279.45,65,103440,350,272.35,3.2,201700006562,3,0,1,1,0,1974,12
MONTPELLIER,-70,10,2.2,285.85,40,103370,300,272.35,5.9,201700006562,3,0,1,1,0,1974,12
MONTPELLIER,-50,320,4.1,276.05,75,103260,410,275.25,5.8,201700006562,3,0,1,1,0,1974,12
MONTPELLIER,30,300,1.3,274.55,79,103290,390,273.85,3.5,201700006562,3,0,1,1,0,1974,12
MONTPELLIER,-60,230,3.3,285.45,48,103310,310,272.35,4.2,201700006562,3,0,1,1,0,1974,12
MONTPELLIER,50,310,0.6,275.95,74,103440,170,274.25,1.9,201700006562,3,0,1,1,0,1974,12
MONTPELLIER,80,330,1.0,278.05,66,103390,250,272.35,2.3,201700006562,3,0,1,1,0,1974,12
MONTPELLIER,150,320,3.6,276.85,68,102080,1900,275.45,4.9,201700006563,8,5,1,1,0,1990,12
MONTPELLIER,-90,260,1.3,281.15,67,101680,-80,272.15,2.0,201700006563,8,5,1,1,0,1990,12
MONTPELLIER,10,40,1.6,272.45,79,102090,1590,272.95,3.4,201700006563,8,5,1,1,0,1990,12
MONTPELLIER,40,320,0.7,271.35,86,102130,1370,272.25,2.9,201700006563,8,5,1,1,0,1990,12
MONTPELLIER,-170,170,1.5,283.05,52,101770,310,272.15,5.1,201700006563,8,5,1,1,0,1990,12
MONTPELLIER,-190,160,1.2,283.75,52,101940,670,272.15,3.3,201700006563,8,5,1,1,0,1990,12
MONTPELLIER,-110,300,0.6,280.35,76,101570,-360,276.55,2.1,201700006563,8,5,1,1,0,1990,12
MONTPELLIER,0,320,2.0,276.65,75,102130,990,272.15,2.7,201700006563,8,5,1,1,0,1990,12
MONTPELLIER,150,320,3.6,276.85,68,102080,1900,275.45,4.9,201700006563,8,5,4,2,1,1976,12
MONTPELLIER,-90,260,1.3,281.15,67,101680,-80,272.15,2.0,201700006563,8,5,4,2,1,1976,12
MONTPELLIER,10,40,1.6,272.45,79,102090,1590,272.95,3.4,201700006563,8,5,4,2,1,1976,12
MONTPELLIER,40,320,0.7,271.35,86,102130,1370,272.25,2.9,201700006563,8,5,4,2,1,1976,12
MONTPELLIER,-170,170,1.5,283.05,52,101770,310,272.15,5.1,201700006563,8,5,4,2,1,1976,12
MONTPELLIER,-190,160,1.2,283.75,52,101940,670,272.15,3.3,201700006563,8,5,4,2,1,1976,12
MONTPELLIER,-110,300,0.6,280.35,76,101570,-360,276.55,2.1,201700006563,8,5,4,2,1,1976,12
MONTPELLIER,0,320,2.0,276.65,75,102130,990,272.15,2.7,201700006563,8,5,4,2,1,1976,12
MONTPELLIER,150,320,3.6,276.85,68,102080,1900,275.45,4.9,201700006563,3,5,1,1,0,1990,12
MONTPELLIER,-90,260,1.3,281.15,67,101680,-80,272.15,2.0,201700006563,3,5,1,1,0,1990,12
MONTPELLIER,10,40,1.6,272.45,79,102090,1590,272.95,3.4,201700006563,3,5,1,1,0,1990,12
MONTPELLIER,40,320,0.7,271.35,86,102130,1370,272.25,2.9,201700006563,3,5,1,1,0,1990,12
MONTPELLIER,-170,170,1.5,283.05,52,101770,310,272.15,5.1,201700006563,3,5,1,1,0,1990,12
MONTPELLIER,-190,160,1.2,283.75,52,101940,670,272.15,3.3,201700006563,3,5,1,1,0,1990,12
MONTPELLIER,-110,300,0.6,280.35,76,101570,-360,276.55,2.1,201700006563,3,5,1,1,0,1990,12
MONTPELLIER,0,320,2.0,276.65,75,102130,990,272.15,2.7,201700006563,3,5,1,1,0,1990,12
MONTPELLIER,150,320,3.6,276.85,68,102080,1900,275.45,4.9,201700006563,3,5,4,2,1,1976,12
MONTPELLIER,-90,260,1.3,281.15,67,101680,-80,272.15,2.0,201700006563,3,5,4,2,1,1976,12
MONTPELLIER,10,40,1.6,272.45,79,102090,1590,272.95,3.4,201700006563,3,5,4,2,1,1976,12
MONTPELLIER,40,320,0.7,271.35,86,102130,1370,272.25,2.9,201700006563,3,5,4,2,1,1976,12
MONTPELLIER,-170,170,1.5,283.05,52,101770,310,272.15,5.1,201700006563,3,5,4,2,1,1976,12
MONTPELLIER,-190,160,1.2,283.75,52,101940,670,272.15,3.3,201700006563,3,5,4,2,1,1976,12
MONTPELLIER,-110,300,0.6,280.35,76,101570,-360,276.55,2.1,201700006563,3,5,4,2,1,1976,12
MONTPELLIER,0,320,2.0,276.65,75,102130,990,272.15,2.7,201700006563,3,5,4,2,1,1976,12
MONTPELLIER,-30,270,1.2,279.35,87,102800,-490,273.45,1.6,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,40,360,1.8,276.35,87,102840,-500,275.95,2.5,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-100,310,1.7,276.45,84,103190,-20,275.85,2.2,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-170,230,2.6,284.05,60,102830,-380,273.45,3.6,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-120,160,1.4,285.15,55,103000,-300,273.45,2.2,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-50,310,2.5,278.85,78,103290,90,277.05,3.7,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,10,0,0.0,276.65,87,103120,-230,273.45,1.8,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-80,290,0.6,273.45,88,103110,-140,273.75,1.9,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-30,270,1.2,279.35,87,102800,-490,273.45,1.6,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,40,360,1.8,276.35,87,102840,-500,275.95,2.5,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-100,310,1.7,276.45,84,103190,-20,275.85,2.2,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-170,230,2.6,284.05,60,102830,-380,273.45,3.6,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-120,160,1.4,285.15,55,103000,-300,273.45,2.2,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-50,310,2.5,278.85,78,103290,90,277.05,3.7,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,10,0,0.0,276.65,87,103120,-230,273.45,1.8,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-80,290,0.6,273.45,88,103110,-140,273.75,1.9,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-30,270,1.2,279.35,87,102800,-490,273.45,1.6,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,40,360,1.8,276.35,87,102840,-500,275.95,2.5,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-100,310,1.7,276.45,84,103190,-20,275.85,2.2,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-170,230,2.6,284.05,60,102830,-380,273.45,3.6,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-120,160,1.4,285.15,55,103000,-300,273.45,2.2,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-50,310,2.5,278.85,78,103290,90,277.05,3.7,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,10,0,0.0,276.65,87,103120,-230,273.45,1.8,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-80,290,0.6,273.45,88,103110,-140,273.75,1.9,201700006564,1,5,1,1,5,1986,12
MONTPELLIER,-30,270,1.2,279.35,87,102800,-490,273.45,1.6,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,40,360,1.8,276.35,87,102840,-500,275.95,2.5,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-100,310,1.7,276.45,84,103190,-20,275.85,2.2,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-170,230,2.6,284.05,60,102830,-380,273.45,3.6,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-120,160,1.4,285.15,55,103000,-300,273.45,2.2,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-50,310,2.5,278.85,78,103290,90,277.05,3.7,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,10,0,0.0,276.65,87,103120,-230,273.45,1.8,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-80,290,0.6,273.45,88,103110,-140,273.75,1.9,201700006564,1,5,4,1,5,1959,12
MONTPELLIER,-90,30,4.2,278.15,30,102980,-10,273.45,5.8,201700006565,1,10,3,1,5,1945,1
MONTPELLIER,-60,280,0.9,273.25,57,102810,-120,274.25,2.2,201700006565,1,10,3,1,5,1945,1
MONTPELLIER,30,350,2.8,271.45,50,102960,220,274.75,4.6,201700006565,1,10,3,1,5,1945,1
MONTPELLIER,-130,10,1.9,280.85,26,102850,-20,273.45,5.2,201700006565,1,10,3,1,5,1945,1
MONTPELLIER,-20,330,2.0,269.45,59,102940,110,273.95,2.5,201700006565,1,10,3,1,5,1945,1
MONTPELLIER,30,30,1.7,270.35,52,102970,60,273.55,2.7,201700006565,1,10,3,1,5,1945,1
MONTPELLIER,100,20,4.3,273.45,44,103070,-20,273.45,6.7,201700006565,1,10,3,1,5,1945,1
MONTPELLIER,20,270,1.9,276.45,43,102870,-30,273.45,2.7,201700006565,1,10,3,1,5,1945,1
MONTPELLIER,0,20,4.0,273.45,59,102670,220,273.75,5.8,201700006566,1,10,1,2,5,1948,1
MONTPELLIER,60,20,2.4,276.75,63,102560,-130,274.85,4.3,201700006566,1,10,1,2,5,1948,1
MONTPELLIER,10,50,2.1,279.25,53,102500,-70,273.45,3.7,201700006566,1,10,1,2,5,1948,1
MONTPELLIER,-60,30,3.3,272.85,63,102610,140,273.55,7.6,201700006566,1,10,1,2,5,1948,1
MONTPELLIER,100,30,4.9,275.05,54,102710,90,273.45,9.8,201700006566,1,10,1,2,5,1948,1
MONTPELLIER,-120,50,4.0,284.05,38,102490,20,273.45,7.8,201700006566,1,10,1,2,5,1948,1
MONTPELLIER,-20,20,4.5,273.05,63,102670,270,273.85,7.4,201700006566,1,10,1,2,5,1948,1
MONTPELLIER,-100,50,5.3,282.75,41,102610,50,273.45,8.8,201700006566,1,10,1,2,5,1948,1
MONTPELLIER,0,20,4.0,273.45,59,102670,220,273.75,5.8,201700006566,1,10,4,1,5,1941,1
MONTPELLIER,60,20,2.4,276.75,63,102560,-130,274.85,4.3,201700006566,1,10,4,1,5,1941,1
MONTPELLIER,10,50,2.1,279.25,53,102500,-70,273.45,3.7,201700006566,1,10,4,1,5,1941,1
MONTPELLIER,-60,30,3.3,272.85,63,102610,140,273.55,7.6,201700006566,1,10,4,1,5,1941,1
MONTPELLIER,100,30,4.9,275.05,54,102710,90,273.45,9.8,201700006566,1,10,4,1,5,1941,1
MONTPELLIER,-120,50,4.0,284.05,38,102490,20,273.45,7.8,201700006566,1,10,4,1,5,1941,1
MONTPELLIER,-20,20,4.5,273.05,63,102670,270,273.85,7.4,201700006566,1,10,4,1,5,1941,1
MONTPELLIER,-100,50,5.3,282.75,41,102610,50,273.45,8.8,201700006566,1,10,4,1,5,1941,1
MONTPELLIER,20,120,12.9,285.05,73,101600,-110,282.05,18.8,201700006567,4,10,3,1,4,1981,1
MONTPELLIER,10,140,11.8,284.45,83,101760,-160,277.55,16.1,201700006567,4,10,3,1,4,1981,1
MONTPELLIER,-170,120,12.3,285.25,72,101580,-80,280.65,18.2,201700006567,4,10,3,1,4,1981,1
MONTPELLIER,110,130,12.0,284.45,82,101870,-80,277.95,17.9,201700006567,4,10,3,1,4,1981,1
MONTPELLIER,-70,90,7.7,281.65,91,101750,-200,277.55,11.6,201700006567,4,10,3,1,4,1981,1
MONTPELLIER,-60,70,5.5,283.55,74,101540,-230,282.35,13.2,201700006567,4,10,3,1,4,1981,1
MONTPELLIER,-120,130,12.9,285.45,74,101750,-100,280.65,18.7,201700006567,4,10,3,1,4,1981,1
MONTPELLIER,50,130,7.4,283.45,89,101820,-250,277.55,14.0,201700006567,4,10,3,1,4,1981,1
MONTPELLIER,20,120,12.9,285.05,73,101600,-110,282.05,18.8,201700006567,4,10,1,1,4,1979,1
MONTPELLIER,10,140,11.8,284.45,83,101760,-160,277.55,16.1,201700006567,4,10,1,1,4,1979,1
MONTPELLIER,-170,120,12.3,285.25,72,101580,-80,280.65,18.2,201700006567,4,10,1,1,4,1979,1
MONTPELLIER,110,130,12.0,284.45,82,101870,-80,277.95,17.9,201700006567,4,10,1,1,4,1979,1
MONTPELLIER,-70,90,7.7,281.65,91,101750,-200,277.55,11.6,201700006567,4,10,1,1,4,1979,1
MONTPELLIER,-60,70,5.5,283.55,74,101540,-230,282.35,13.2,201700006567,4,10,1,1,4,1979,1
MONTPELLIER,-120,130,12.9,285.45,74,101750,-100,280.65,18.7,201700006567,4,10,1,1,4,1979,1
MONTPELLIER,50,130,7.4,283.45,89,101820,-250,277.55,14.0,201700006567,4,10,1,1,4,1979,1
MONTPELLIER,20,120,12.9,285.05,73,101600,-110,282.05,18.8,201700006567,1,10,3,1,4,1981,1
MONTPELLIER,10,140,11.8,284.45,83,101760,-160,277.55,16.1,201700006567,1,10,3,1,4,1981,1
MONTPELLIER,-170,120,12.3,285.25,72,101580,-80,280.65,18.2,201700006567,1,10,3,1,4,1981,1
MONTPELLIER,110,130,12.0,284.45,82,101870,-80,277.95,17.9,201700006567,1,10,3,1,4,1981,1
MONTPELLIER,-70,90,7.7,281.65,91,101750,-200,277.55,11.6,201700006567,1,10,3,1,4,1981,1
MONTPELLIER,-60,70,5.5,283.55,74,101540,-230,282.35,13.2,201700006567,1,10,3,1,4,1981,1
MONTPELLIER,-120,130,12.9,285.45,74,101750,-100,280.65,18.7,201700006567,1,10,3,1,4,1981,1
MONTPELLIER,50,130,7.4,283.45,89,101820,-250,277.55,14.0,201700006567,1,10,3,1,4,1981,1
MONTPELLIER,20,120,12.9,285.05,73,101600,-110,282.05,18.8,201700006567,1,10,1,1,4,1979,1
MONTPELLIER,10,140,11.8,284.45,83,101760,-160,277.55,16.1,201700006567,1,10,1,1,4,1979,1
MONTPELLIER,-170,120,12.3,285.25,72,101580,-80,280.65,18.2,201700006567,1,10,1,1,4,1979,1
MONTPELLIER,110,130,12.0,284.45,82,101870,-80,277.95,17.9,201700006567,1,10,1,1,4,1979,1
MONTPELLIER,-70,90,7.7,281.65,91,101750,-200,277.55,11.6,201700006567,1,10,1,1,4,1979,1
MONTPELLIER,-60,70,5.5,283.55,74,101540,-230,282.35,13.2,201700006567,1,10,1,1,4,1979,1
MONTPELLIER,-120,130,12.9,285.45,74,101750,-100,280.65,18.7,201700006567,1,10,1,1,4,1979,1
MONTPELLIER,50,130,7.4,283.45,89,101820,-250,277.55,14.0,201700006567,1,10,1,1,4,1979,1
MONTPELLIER,-90,180,2.8,292.05,57,101320,-10,282.65,5.0,201700006568,1,10,1,1,4,1983,3
MONTPELLIER,0,190,4.1,287.65,78,101180,-50,283.15,6.9,201700006568,1,10,1,1,4,1983,3
MONTPELLIER,-40,320,1.7,284.35,78,101310,-270,283.35,3.9,201700006568,1,10,1,1,4,1983,3
MONTPELLIER,10,330,0.5,285.75,73,101350,-360,284.25,2.3,201700006568,1,10,1,1,4,1983,3
MONTPELLIER,40,310,1.5,283.35,86,101350,-250,282.65,2.2,201700006568,1,10,1,1,4,1983,3
MONTPELLIER,60,40,2.2,288.95,64,101410,-120,282.65,3.1,201700006568,1,10,1,1,4,1983,3
MONTPELLIER,-140,210,4.5,291.25,58,101180,40,282.65,6.2,201700006568,1,10,1,1,4,1983,3
MONTPELLIER,60,310,1.5,285.65,87,101240,-100,285.35,5.7,201700006568,1,10,1,1,4,1983,3
MONTPELLIER,-90,180,2.8,292.05,57,101320,-10,282.65,5.0,201700006568,1,10,3,1,4,1988,3
MONTPELLIER,0,190,4.1,287.65,78,101180,-50,283.15,6.9,201700006568,1,10,3,1,4,1988,3
MONTPELLIER,-40,320,1.7,284.35,78,101310,-270,283.35,3.9,201700006568,1,10,3,1,4,1988,3
MONTPELLIER,10,330,0.5,285.75,73,101350,-360,284.25,2.3,201700006568,1,10,3,1,4,1988,3
MONTPELLIER,40,310,1.5,283.35,86,101350,-250,282.65,2.2,201700006568,1,10,3,1,4,1988,3
MONTPELLIER,60,40,2.2,288.95,64,101410,-120,282.65,3.1,201700006568,1,10,3,1,4,1988,3
MONTPELLIER,-140,210,4.5,291.25,58,101180,40,282.65,6.2,201700006568,1,10,3,1,4,1988,3
MONTPELLIER,60,310,1.5,285.65,87,101240,-100,285.35,5.7,201700006568,1,10,3,1,4,1988,3
MONTPELLIER,-90,180,2.8,292.05,57,101320,-10,282.65,5.0,201700006568,2,10,1,1,4,1983,3
MONTPELLIER,0,190,4.1,287.65,78,101180,-50,283.15,6.9,201700006568,2,10,1,1,4,1983,3
MONTPELLIER,-40,320,1.7,284.35,78,101310,-270,283.35,3.9,201700006568,2,10,1,1,4,1983,3
MONTPELLIER,10,330,0.5,285.75,73,101350,-360,284.25,2.3,201700006568,2,10,1,1,4,1983,3
MONTPELLIER,40,310,1.5,283.35,86,101350,-250,282.65,2.2,201700006568,2,10,1,1,4,1983,3
MONTPELLIER,60,40,2.2,288.95,64,101410,-120,282.65,3.1,201700006568,2,10,1,1,4,1983,3
MONTPELLIER,-140,210,4.5,291.25,58,101180,40,282.65,6.2,201700006568,2,10,1,1,4,1983,3
MONTPELLIER,60,310,1.5,285.65,87,101240,-100,285.35,5.7,201700006568,2,10,1,1,4,1983,3
MONTPELLIER,-90,180,2.8,292.05,57,101320,-10,282.65,5.0,201700006568,2,10,3,1,4,1988,3
MONTPELLIER,0,190,4.1,287.65,78,101180,-50,283.15,6.9,201700006568,2,10,3,1,4,1988,3
MONTPELLIER,-40,320,1.7,284.35,78,101310,-270,283.35,3.9,201700006568,2,10,3,1,4,1988,3
MONTPELLIER,10,330,0.5,285.75,73,101350,-360,284.25,2.3,201700006568,2,10,3,1,4,1988,3
MONTPELLIER,40,310,1.5,283.35,86,101350,-250,282.65,2.2,201700006568,2,10,3,1,4,1988,3
MONTPELLIER,60,40,2.2,288.95,64,101410,-120,282.65,3.1,201700006568,2,10,3,1,4,1988,3
MONTPELLIER,-140,210,4.5,291.25,58,101180,40,282.65,6.2,201700006568,2,10,3,1,4,1988,3
MONTPELLIER,60,310,1.5,285.65,87,101240,-100,285.35,5.7,201700006568,2,10,3,1,4,1988,3
MONTPELLIER,70,50,3.3,286.55,99,102300,380,285.85,5.2,201700006569,1,10,3,2,0,1938,4
MONTPELLIER,-30,160,2.9,292.25,56,102460,390,284.65,3.9,201700006569,1,10,3,2,0,1938,4
MONTPELLIER,80,20,3.1,283.55,98,102350,370,284.65,4.8,201700006569,1,10,3,2,0,1938,4
MONTPELLIER,60,270,1.5,286.35,91,102440,210,285.35,1.8,201700006569,1,10,3,2,0,1938,4
MONTPELLIER,-30,20,3.2,285.65,93,102270,400,285.85,4.5,201700006569,1,10,3,2,0,1938,4
MONTPELLIER,-90,180,3.5,291.45,63,102370,370,284.65,5.6,201700006569,1,10,3,2,0,1938,4
MONTPELLIER,10,210,2.2,288.95,79,102380,320,285.05,4.1,201700006569,1,10,3,2,0,1938,4
MONTPELLIER,140,80,2.9,290.75,58,102490,400,284.65,4.2,201700006569,1,10,3,2,0,1938,4
MONTPELLIER,70,50,3.3,286.55,99,102300,380,285.85,5.2,201700006569,1,10,1,1,0,1960,4
MONTPELLIER,-30,160,2.9,292.25,56,102460,390,284.65,3.9,201700006569,1,10,1,1,0,1960,4
MONTPELLIER,80,20,3.1,283.55,98,102350,370,284.65,4.8,201700006569,1,10,1,1,0,1960,4
MONTPELLIER,60,270,1.5,286.35,91,102440,210,285.35,1.8,201700006569,1,10,1,1,0,1960,4
MONTPELLIER,-30,20,3.2,285.65,93,102270,400,285.85,4.5,201700006569,1,10,1,1,0,1960,4
MONTPELLIER,-90,180,3.5,291.45,63,102370,370,284.65,5.6,201700006569,1,10,1,1,0,1960,4
MONTPELLIER,10,210,2.2,288.95,79,102380,320,285.05,4.1,201700006569,1,10,1,1,0,1960,4
MONTPELLIER,140,80,2.9,290.75,58,102490,400,284.65,4.2,201700006569,1,10,1,1,0,1960,4
MONTPELLIER,70,50,3.3,286.55,99,102300,380,285.85,5.2,201700006569,1,10,1,1,5,1992,4
MONTPELLIER,-30,160,2.9,292.25,56,102460,390,284.65,3.9,201700006569,1,10,1,1,5,1992,4
MONTPELLIER,80,20,3.1,283.55,98,102350,370,284.65,4.8,201700006569,1,10,1,1,5,1992,4
MONTPELLIER,60,270,1.5,286.35,91,102440,210,285.35,1.8,201700006569,1,10,1,1,5,1992,4
MONTPELLIER,-30,20,3.2,285.65,93,102270,400,285.85,4.5,201700006569,1,10,1,1,5,1992,4
MONTPELLIER,-90,180,3.5,291.45,63,102370,370,284.65,5.6,201700006569,1,10,1,1,5,1992,4
MONTPELLIER,10,210,2.2,288.95,79,102380,320,285.05,4.1,201700006569,1,10,1,1,5,1992,4
MONTPELLIER,140,80,2.9,290.75,58,102490,400,284.65,4.2,201700006569,1,10,1,1,5,1992,4
MONTPELLIER,70,50,3.3,286.55,99,102300,380,285.85,5.2,201700006569,5,10,3,2,0,1938,4
MONTPELLIER,-30,160,2.9,292.25,56,102460,390,284.65,3.9,201700006569,5,10,3,2,0,1938,4
MONTPELLIER,80,20,3.1,283.55,98,102350,370,284.65,4.8,201700006569,5,10,3,2,0,1938,4
MONTPELLIER,60,270,1.5,286.35,91,102440,210,285.35,1.8,201700006569,5,10,3,2,0,1938,4
MONTPELLIER,-30,20,3.2,285.65,93,102270,400,285.85,4.5,201700006569,5,10,3,2,0,1938,4
MONTPELLIER,-90,180,3.5,291.45,63,102370,370,284.65,5.6,201700006569,5,10,3,2,0,1938,4
MONTPELLIER,10,210,2.2,288.95,79,102380,320,285.05,4.1,201700006569,5,10,3,2,0,1938,4
MONTPELLIER,140,80,2.9,290.75,58,102490,400,284.65,4.2,201700006569,5,10,3,2,0,1938,4
MONTPELLIER,70,50,3.3,286.55,99,102300,380,285.85,5.2,201700006569,5,10,1,1,0,1960,4
MONTPELLIER,-30,160,2.9,292.25,56,102460,390,284.65,3.9,201700006569,5,10,1,1,0,1960,4
MONTPELLIER,80,20,3.1,283.55,98,102350,370,284.65,4.8,201700006569,5,10,1,1,0,1960,4
MONTPELLIER,60,270,1.5,286.35,91,102440,210,285.35,1.8,201700006569,5,10,1,1,0,1960,4
MONTPELLIER,-30,20,3.2,285.65,93,102270,400,285.85,4.5,201700006569,5,10,1,1,0,1960,4
MONTPELLIER,-90,180,3.5,291.45,63,102370,370,284.65,5.6,201700006569,5,10,1,1,0,1960,4
MONTPELLIER,10,210,2.2,288.95,79,102380,320,285.05,4.1,201700006569,5,10,1,1,0,1960,4
MONTPELLIER,140,80,2.9,290.75,58,102490,400,284.65,4.2,201700006569,5,10,1,1,0,1960,4
MONTPELLIER,70,50,3.3,286.55,99,102300,380,285.85,5.2,201700006569,5,10,1,1,5,1992,4
MONTPELLIER,-30,160,2.9,292.25,56,102460,390,284.65,3.9,201700006569,5,10,1,1,5,1992,4
MONTPELLIER,80,20,3.1,283.55,98,102350,370,284.65,4.8,201700006569,5,10,1,1,5,1992,4
MONTPELLIER,60,270,1.5,286.35,91,102440,210,285.35,1.8,201700006569,5,10,1,1,5,1992,4
MONTPELLIER,-30,20,3.2,285.65,93,102270,400,285.85,4.5,201700006569,5,10,1,1,5,1992,4
MONTPELLIER,-90,180,3.5,291.45,63,102370,370,284.65,5.6,201700006569,5,10,1,1,5,1992,4
MONTPELLIER,10,210,2.2,288.95,79,102380,320,285.05,4.1,201700006569,5,10,1,1,5,1992,4
MONTPELLIER,140,80,2.9,290.75,58,102490,400,284.65,4.2,201700006569,5,10,1,1,5,1992,4
MONTPELLIER,110,60,3.7,290.15,73,101940,-500,288.45,5.5,201700006570,9,10,1,2,0,2014,4
MONTPELLIER,-100,20,2.7,283.05,100,102290,20,283.15,4.5,201700006570,9,10,1,2,0,2014,4
MONTPELLIER,-120,280,3.0,294.15,49,101830,-550,283.15,6.3,201700006570,9,10,1,2,0,2014,4
MONTPELLIER,-10,150,1.8,290.95,67,102290,-200,282.55,2.8,201700006570,9,10,1,2,0,2014,4
MONTPELLIER,10,360,1.7,281.15,93,102300,-50,282.55,2.4,201700006570,9,10,1,2,0,2014,4
MONTPELLIER,-130,190,3.4,290.75,73,102160,-300,282.55,4.6,201700006570,9,10,1,2,0,2014,4
MONTPELLIER,-50,360,1.9,283.65,91,102390,90,284.05,2.3,201700006570,9,10,1,2,0,2014,4
MONTPELLIER,110,60,3.7,290.15,73,101940,-500,288.45,5.5,201700006570,9,10,1,2,0,2008,4
MONTPELLIER,-100,20,2.7,283.05,100,102290,20,283.15,4.5,201700006570,9,10,1,2,0,2008,4
MONTPELLIER,-120,280,3.0,294.15,49,101830,-550,283.15,6.3,201700006570,9,10,1,2,0,2008,4
MONTPELLIER,-10,150,1.8,290.95,67,102290,-200,282.55,2.8,201700006570,9,10,1,2,0,2008,4
